ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
7311,80000,2,2,3,30
7312,700000,1,1,2,35
7313,30000,2,2,2,22
7314,90000,2,1,1,28
7315,200000,1,2,2,44
7316,230000,1,2,1,50
7317,100000,1,1,2,54
7318,360000,2,1,2,28
7319,500000,1,1,1,43
7320,240000,2,2,2,42
7321,360000,1,1,2,28
7322,360000,1,2,1,30
7323,320000,1,1,1,43
7324,50000,2,2,1,40
7325,140000,2,2,2,31
7326,360000,2,2,1,30
7327,180000,2,1,2,27
7328,330000,2,1,1,40
7329,140000,2,1,2,24
7330,360000,2,1,1,27
7331,150000,2,1,2,27
7332,220000,2,3,2,29
7333,260000,1,3,2,31
7334,30000,2,3,1,54
7335,580000,1,1,2,31
7336,50000,1,2,2,25
7337,230000,2,1,1,36
7338,20000,1,2,1,39
7339,110000,1,3,1,35
7340,240000,2,1,2,28
7341,50000,2,2,1,34
7342,20000,2,1,3,51
7343,190000,2,3,1,42
7344,100000,2,3,2,50
7345,500000,1,2,1,34
7346,170000,2,1,1,40
7347,150000,2,2,2,23
7348,30000,1,2,1,48
7349,80000,1,2,2,41
7350,340000,2,3,1,49
7351,210000,2,2,2,30
7352,30000,2,1,2,23
7353,230000,1,1,2,27
7354,20000,1,2,2,23
7355,70000,2,3,1,26
7356,310000,2,1,1,66
7357,80000,1,2,2,36
7358,150000,2,2,2,27
7359,20000,1,3,1,49
7360,220000,2,2,1,54
7361,150000,2,1,2,30
7362,530000,1,1,2,30
7363,150000,2,2,1,28
7364,150000,2,1,2,29
7365,420000,2,2,1,30
7366,80000,2,2,1,31
7367,100000,2,2,1,37
7368,30000,2,2,2,27
7369,50000,1,2,1,37
7370,330000,2,1,2,39
7371,140000,2,2,2,36
7372,50000,2,2,1,34
7373,360000,1,2,1,37
7374,180000,1,2,2,38
7375,130000,2,2,1,27
7376,130000,2,2,2,31
7377,20000,1,1,2,24
7378,260000,2,1,2,30
7379,50000,2,2,2,51
7380,320000,2,2,1,29
7381,70000,2,2,1,37
7382,180000,2,1,1,47
7383,60000,1,2,1,54
7384,80000,1,2,1,23
7385,10000,2,3,1,49
7386,150000,2,2,1,33
7387,50000,2,3,2,55
7388,150000,1,3,2,41
7389,350000,1,1,2,38
7390,380000,2,1,2,44
7391,130000,2,3,2,25
7392,180000,2,1,1,35
7393,100000,2,2,1,41
7394,30000,2,3,1,31
7395,430000,1,1,2,28
7396,200000,2,2,1,37
7397,360000,1,2,1,43
7398,80000,2,1,2,32
7399,40000,2,1,2,26
7400,80000,2,2,2,29
7401,20000,1,3,2,23
7402,250000,2,2,2,24
7403,70000,1,2,1,43
7404,20000,2,1,1,34
7405,160000,2,4,1,39
7406,70000,1,2,1,36
7407,50000,2,2,2,34
7408,30000,2,3,1,41
7409,80000,1,2,1,48
7410,20000,1,2,1,52
7411,50000,2,5,1,32
7412,50000,1,1,2,26
7413,230000,2,1,1,36
7414,10000,2,2,2,23
7415,20000,1,2,1,42
7416,110000,1,2,2,34
7417,200000,2,1,2,29
7418,20000,1,2,1,59
7419,80000,1,1,2,29
7420,280000,2,2,2,31
7421,140000,2,2,1,45
7422,60000,2,1,2,25
7423,50000,1,2,1,51
7424,200000,2,1,1,34
7425,180000,2,1,1,38
7426,260000,2,2,2,45
7427,150000,1,1,2,32
7428,130000,2,1,2,32
7429,120000,1,3,2,50
7430,210000,2,2,1,30
7431,110000,2,1,3,33
7432,30000,1,2,2,28
7433,170000,2,1,2,25
7434,360000,2,1,2,32
7435,130000,1,1,2,37
7436,30000,2,1,2,24
7437,160000,2,2,1,31
7438,30000,2,2,1,43
7439,10000,2,2,2,22
7440,50000,2,2,2,38
7441,80000,1,2,1,40
7442,260000,2,1,1,49
7443,170000,1,3,2,26
7444,30000,2,3,2,25
7445,50000,2,3,2,51
7446,120000,1,3,1,40
7447,240000,2,2,1,31
7448,180000,1,1,2,41
7449,60000,2,3,2,26
7450,150000,2,3,2,32
7451,360000,2,2,2,26
7452,350000,2,1,2,32
7453,30000,2,1,1,43
7454,120000,2,1,2,29
7455,330000,1,1,1,43
7456,500000,1,2,2,44
7457,100000,2,2,1,34
7458,80000,2,2,1,37
7459,260000,2,2,2,30
7460,500000,1,2,1,41
7461,90000,1,1,2,52
7462,360000,2,2,1,38
7463,360000,1,3,2,34
7464,100000,2,2,2,25
7465,200000,1,2,2,36
7466,490000,2,2,2,52
7467,460000,1,1,1,40
7468,20000,1,1,2,39
7469,230000,2,2,1,35
7470,170000,2,2,2,28
7471,60000,2,3,1,63
7472,90000,2,2,1,33
7473,160000,1,1,1,38
7474,20000,1,2,2,30
7475,500000,2,1,1,36
7476,30000,2,2,1,42
7477,170000,1,2,2,31
7478,100000,2,3,1,44
7479,50000,1,2,2,39
7480,110000,1,2,2,28
7481,20000,2,1,2,23
7482,70000,2,3,2,26
7483,310000,2,2,1,42
7484,30000,1,2,2,28
7485,30000,2,2,1,27
7486,100000,2,1,1,36
7487,150000,2,1,2,30
7488,80000,1,2,2,27
7489,200000,2,3,1,40
7490,20000,1,2,1,36
7491,30000,1,2,1,33
7492,50000,2,3,1,42
7493,130000,2,5,1,32
7494,330000,1,1,2,32
7495,80000,2,3,2,53
7496,50000,2,1,1,34
7497,150000,2,1,2,33
7498,210000,2,2,1,30
7499,30000,2,2,1,30
7500,500000,2,1,2,30
7501,60000,2,1,2,32
7502,20000,2,2,1,29
7503,30000,2,2,2,23
7504,120000,1,2,1,60
7505,80000,2,2,1,37
7506,360000,2,1,1,35
7507,150000,1,2,1,36
7508,10000,2,3,2,51
7509,230000,2,3,1,30
7510,380000,2,3,2,31
7511,350000,2,1,2,48
7512,130000,2,2,2,23
7513,490000,2,1,2,29
7514,150000,2,2,2,28
7515,340000,2,2,2,38
7516,80000,2,1,2,52
7517,230000,2,1,2,36
7518,160000,1,2,2,37
7519,300000,2,2,1,33
7520,400000,2,2,1,24
7521,80000,2,2,1,45
7522,320000,1,2,1,45
7523,310000,1,1,2,36
7524,270000,2,2,1,32
7525,280000,2,3,1,53
7526,330000,1,1,2,31
7527,50000,1,2,2,49
7528,240000,2,1,2,26
7529,180000,2,3,2,27
7530,270000,1,1,2,28
7531,70000,1,1,2,36
7532,290000,1,1,2,27
7533,350000,2,1,2,41
7534,210000,1,2,1,54
7535,110000,1,2,2,47
7536,300000,1,2,1,32
7537,140000,2,2,2,38
7538,80000,1,1,2,27
7539,360000,2,2,1,42
7540,210000,2,2,2,33
7541,50000,1,2,2,22
7542,80000,2,1,2,28
7543,130000,2,3,2,27
7544,50000,2,1,2,22
7545,80000,2,3,2,34
7546,350000,1,1,2,35
7547,330000,2,2,1,37
7548,80000,2,2,2,23
7549,280000,2,1,1,51
7550,30000,1,2,2,49
7551,200000,1,3,1,44
7552,120000,2,1,2,26
7553,50000,2,2,1,38
7554,50000,1,2,2,31
7555,300000,1,1,1,58
7556,20000,1,2,2,30
7557,50000,1,2,2,46
7558,500000,2,2,2,44
7559,130000,2,2,1,40
7560,70000,2,1,2,28
7561,70000,2,3,2,29
7562,120000,2,2,2,27
7563,340000,1,2,1,48
7564,130000,1,1,2,41
7565,240000,1,1,2,33
7566,50000,2,2,1,37
7567,210000,2,2,1,48
7568,30000,1,2,2,30
7569,80000,2,2,2,22
7570,50000,1,3,1,42
7571,220000,2,3,1,25
7572,40000,1,2,1,37
7573,280000,1,1,2,26
7574,90000,2,2,1,31
7575,180000,2,2,2,39
7576,50000,1,2,2,30
7577,320000,1,2,2,27
7578,70000,1,2,1,38
7579,260000,2,1,2,36
7580,360000,1,1,1,38
7581,100000,2,2,2,38
7582,100000,2,1,1,32
7583,140000,2,2,1,39
7584,90000,2,2,2,28
7585,220000,1,1,2,25
7586,260000,2,1,2,34
7587,260000,2,1,1,42
7588,20000,1,1,2,24
7589,50000,2,1,2,27
7590,70000,2,2,2,23
7591,170000,2,2,1,36
7592,30000,2,2,2,22
7593,200000,1,2,2,68
7594,50000,2,2,2,39
7595,50000,1,2,2,30
7596,470000,2,2,1,35
7597,20000,2,1,2,22
7598,50000,1,2,2,26
7599,360000,2,2,1,56
7600,20000,2,2,3,46
7601,140000,2,1,2,26
7602,10000,2,3,1,47
7603,90000,2,1,2,30
7604,200000,2,2,1,46
7605,390000,2,2,1,39
7606,90000,2,2,2,25
7607,130000,2,1,2,27
7608,120000,2,2,2,33
7609,160000,2,2,1,35
7610,70000,2,2,2,24
7611,80000,1,3,1,60
7612,250000,2,2,2,36
7613,240000,1,2,2,37
7614,50000,2,2,2,49
7615,30000,2,3,2,23
7616,50000,1,3,1,51
7617,80000,2,2,2,24
7618,130000,1,2,1,47
7619,50000,1,3,2,23
7620,200000,1,2,1,39
7621,140000,1,3,1,33
7622,30000,2,1,2,23
7623,20000,2,1,2,25
7624,70000,1,2,2,29
7625,20000,2,3,3,48
7626,410000,1,1,1,42
7627,250000,1,1,1,41
7628,140000,2,2,2,27
7629,90000,2,1,2,26
7630,340000,1,1,1,38
7631,230000,2,2,1,28
7632,80000,1,3,2,33
7633,50000,2,2,2,42
7634,60000,2,2,1,35
7635,50000,2,2,2,24
7636,210000,2,2,2,28
7637,140000,2,1,2,27
7638,20000,1,3,2,32
7639,20000,1,3,3,48
7640,230000,1,1,2,32
7641,210000,1,2,2,27
7642,20000,1,2,2,34
7643,50000,2,2,2,24
7644,30000,1,3,2,49
7645,50000,2,2,2,36
7646,150000,2,1,1,30
7647,160000,1,2,1,57
7648,90000,2,3,1,42
7649,150000,1,2,1,39
7650,200000,1,3,2,36
7651,170000,1,1,1,40
7652,100000,2,2,1,38
7653,20000,1,3,1,39
7654,30000,1,1,2,24
7655,200000,1,1,2,32
7656,180000,1,2,1,46
7657,160000,2,2,1,44
7658,80000,2,2,2,31
7659,70000,2,1,1,36
7660,80000,1,3,2,44
7661,50000,1,2,2,45
7662,140000,2,2,1,58
7663,90000,2,2,1,50
7664,120000,2,1,2,27
7665,80000,2,2,2,33
7666,20000,1,2,2,43
7667,20000,1,1,2,28
7668,440000,2,2,2,34
7669,310000,2,2,1,28
7670,80000,2,2,2,25
7671,200000,1,1,2,28
7672,300000,2,2,1,34
7673,140000,2,2,1,35
7674,230000,2,2,1,43
7675,130000,2,3,1,38
7676,40000,2,5,1,48
7677,20000,2,3,1,23
7678,90000,2,2,2,26
7679,50000,2,3,2,41
7680,220000,1,2,1,49
7681,60000,2,2,3,64
7682,240000,1,3,1,48
7683,400000,2,2,2,40
7684,120000,1,1,2,30
7685,280000,2,1,1,37
7686,390000,2,2,2,28
7687,340000,2,1,1,46
7688,10000,1,2,2,47
7689,110000,1,2,1,35
7690,100000,1,2,2,31
7691,130000,2,2,1,25
7692,230000,1,2,1,45
7693,290000,2,2,1,39
7694,50000,1,1,2,29
7695,120000,2,1,2,27
7696,240000,2,1,1,36
7697,360000,2,1,2,32
7698,110000,2,3,2,31
7699,60000,2,3,2,23
7700,130000,1,1,2,33
7701,250000,2,1,1,31
7702,410000,1,3,2,38
7703,130000,2,3,2,53
7704,200000,1,1,2,38
7705,60000,2,1,2,25
7706,20000,1,1,2,25
7707,20000,1,2,1,37
7708,380000,2,2,1,50
7709,80000,1,3,1,47
7710,160000,1,2,2,31
7711,50000,1,1,2,23
7712,50000,1,2,1,34
7713,310000,1,2,1,34
7714,130000,1,2,2,30
7715,180000,1,1,2,33
7716,130000,2,2,1,43
7717,50000,1,1,1,35
7718,150000,2,2,1,30
7719,230000,2,1,2,25
7720,20000,2,1,2,23
7721,360000,2,1,1,33
7722,180000,2,1,1,31
7723,280000,1,2,1,37
7724,90000,2,1,2,23
7725,210000,1,2,1,41
7726,240000,1,1,2,30
7727,200000,2,1,1,49
7728,180000,2,1,1,35
7729,190000,1,3,1,44
7730,50000,2,3,1,53
7731,80000,2,5,1,23
7732,50000,1,2,2,23
7733,130000,1,1,2,29
7734,30000,2,2,1,52
7735,30000,2,1,2,28
7736,50000,1,2,2,24
7737,360000,2,1,1,41
7738,80000,2,2,2,24
7739,460000,1,1,2,33
7740,200000,1,1,1,48
7741,50000,1,2,2,22
7742,370000,2,2,2,28
7743,20000,2,2,1,42
7744,50000,2,1,2,24
7745,80000,1,2,1,54
7746,170000,2,1,1,31
7747,400000,1,1,1,54
7748,500000,2,2,1,41
7749,250000,1,3,1,44
7750,80000,2,2,2,22
7751,90000,2,2,3,40
7752,120000,1,3,2,44
7753,310000,1,2,1,44
7754,20000,1,2,2,22
7755,60000,2,2,2,29
7756,460000,2,1,2,29
7757,220000,1,2,1,40
7758,220000,1,1,2,32
7759,20000,1,2,2,33
7760,80000,1,3,1,38
7761,220000,1,1,2,31
7762,20000,1,2,2,23
7763,100000,2,2,2,26
7764,230000,2,1,2,31
7765,300000,2,2,1,40
7766,20000,1,2,2,24
7767,160000,1,1,2,29
7768,70000,2,2,1,27
7769,240000,2,2,2,37
7770,100000,1,2,2,25
7771,220000,1,2,2,30
7772,50000,1,2,2,42
7773,80000,2,3,1,44
7774,130000,1,1,2,28
7775,30000,2,2,2,23
7776,360000,2,2,1,46
7777,280000,1,2,1,34
7778,230000,1,1,1,45
7779,30000,2,1,2,24
7780,70000,2,2,1,28
7781,100000,1,2,2,32
7782,50000,1,2,2,27
7783,150000,2,2,2,26
7784,20000,1,2,2,46
7785,100000,1,3,3,48
7786,90000,2,2,2,25
7787,50000,1,3,2,49
7788,200000,1,1,1,49
7789,250000,2,2,2,26
7790,140000,2,1,1,32
7791,320000,2,2,1,44
7792,20000,2,2,1,22
7793,80000,2,2,2,26
7794,300000,2,2,2,36
7795,500000,2,1,1,38
7796,30000,1,2,2,22
7797,130000,2,4,2,47
7798,40000,1,2,1,25
7799,20000,2,2,2,22
7800,470000,2,1,2,39
7801,200000,2,1,2,42
7802,50000,2,2,2,31
7803,130000,2,2,1,36
7804,100000,2,2,1,33
7805,160000,1,1,2,29
7806,50000,1,3,2,26
7807,180000,1,1,1,42
7808,50000,1,3,2,29
7809,70000,2,3,1,40
7810,270000,1,2,1,53
7811,210000,2,2,1,48
7812,70000,2,2,1,43
7813,160000,2,1,2,31
7814,30000,2,2,1,27
7815,250000,1,1,2,29
7816,10000,2,3,1,51
7817,50000,1,2,2,27
7818,120000,1,3,1,38
7819,50000,1,2,2,28
7820,250000,1,1,2,36
7821,20000,1,2,2,48
7822,70000,2,2,2,25
7823,50000,1,2,2,46
7824,110000,1,2,2,41
7825,100000,2,1,2,32
7826,20000,1,2,1,31
7827,120000,2,2,1,25
7828,50000,1,2,2,26
7829,140000,1,2,1,29
7830,140000,1,2,1,34
7831,250000,2,1,1,39
7832,180000,2,2,2,30
7833,130000,1,2,2,26
7834,200000,1,1,2,27
7835,100000,2,1,2,26
7836,20000,1,2,2,23
7837,290000,2,3,2,27
7838,110000,1,1,1,46
7839,30000,2,2,2,27
7840,150000,2,3,2,23
7841,150000,2,2,2,34
7842,120000,2,1,2,25
7843,280000,1,2,1,28
7844,90000,2,2,1,36
7845,130000,1,2,1,39
7846,30000,1,2,2,24
7847,100000,1,1,1,25
7848,30000,2,1,2,27
7849,90000,2,2,1,28
7850,160000,2,2,1,25
7851,260000,1,1,1,51
7852,50000,1,1,2,28
7853,260000,1,3,2,27
7854,220000,2,1,2,35
7855,20000,2,2,2,22
7856,300000,2,1,2,25
7857,250000,2,1,2,31
7858,200000,1,2,2,30
7859,20000,2,2,2,21
7860,50000,1,2,2,25
7861,100000,2,3,2,28
7862,170000,1,2,1,37
7863,120000,1,1,1,37
7864,120000,2,2,2,38
7865,50000,1,2,2,26
7866,260000,2,1,2,28
7867,60000,2,2,2,44
7868,120000,2,2,2,28
7869,220000,2,3,1,47
7870,200000,1,1,2,26
7871,90000,2,2,1,45
7872,310000,2,1,1,25
7873,110000,2,2,1,34
7874,140000,2,2,2,42
7875,160000,2,1,1,51
7876,80000,2,2,2,24
7877,500000,2,1,1,36
7878,130000,1,2,2,29
7879,240000,2,2,1,44
7880,50000,2,2,2,24
7881,180000,2,1,1,42
7882,240000,1,2,2,33
7883,180000,1,2,1,30
7884,130000,1,2,2,33
7885,50000,2,1,2,24
7886,500000,1,1,2,34
7887,200000,1,2,1,29
7888,220000,2,1,2,29
7889,70000,1,2,1,33
7890,440000,1,1,1,31
7891,290000,1,4,1,52
7892,50000,2,2,2,23
7893,120000,2,2,2,23
7894,80000,2,3,1,44
7895,170000,2,2,1,27
7896,160000,1,1,2,41
7897,280000,1,1,2,29
7898,40000,2,2,1,47
7899,80000,2,3,1,53
7900,210000,2,2,1,40
7901,60000,2,2,1,29
7902,20000,2,2,1,40
7903,230000,2,2,2,36
7904,90000,2,1,1,50
7905,170000,2,1,1,35
7906,70000,2,2,2,22
7907,50000,1,2,2,29
7908,140000,2,1,1,48
7909,50000,2,3,2,55
7910,270000,2,1,2,45
7911,170000,2,2,1,49
7912,180000,2,1,2,27
7913,80000,2,1,2,29
7914,450000,2,1,2,37
7915,400000,1,1,2,29
7916,400000,2,2,2,35
7917,60000,1,3,2,25
7918,110000,1,1,2,25
7919,60000,2,2,2,24
7920,140000,1,1,2,37
7921,20000,1,2,1,24
7922,50000,1,1,2,30
7923,30000,2,3,2,53
7924,210000,2,2,2,26
7925,50000,1,2,2,36
7926,200000,1,1,2,30
7927,120000,2,3,1,50
7928,200000,2,1,2,29
7929,180000,2,2,1,35
7930,440000,2,2,1,47
7931,150000,2,2,2,22
7932,130000,1,1,1,70
7933,50000,2,2,1,26
7934,180000,2,2,2,28
7935,80000,2,2,2,24
7936,170000,2,1,2,29
7937,150000,2,1,2,25
7938,240000,1,2,2,35
7939,140000,1,2,2,24
7940,50000,1,3,0,50
7941,20000,2,2,1,36
7942,240000,2,1,1,38
7943,30000,2,2,1,45
7944,50000,2,2,2,29
7945,20000,2,2,1,37
7946,20000,2,2,1,50
7947,310000,2,2,1,48
7948,200000,1,2,2,39
7949,330000,1,3,2,48
7950,100000,2,3,1,53
7951,50000,2,3,2,35
7952,120000,1,2,2,30
7953,160000,1,1,1,42
7954,170000,1,1,1,62
7955,50000,2,3,0,27
7956,30000,2,2,2,23
7957,150000,1,1,2,29
7958,320000,2,2,2,33
7959,50000,2,2,1,58
7960,20000,2,1,2,26
7961,20000,1,2,2,25
7962,50000,1,2,1,34
7963,160000,1,3,1,46
7964,20000,2,2,2,34
7965,130000,1,2,1,27
7966,150000,2,2,2,24
7967,20000,2,2,2,23
7968,20000,1,3,1,45
7969,70000,2,3,1,56
7970,50000,1,1,2,26
7971,200000,1,2,1,40
7972,320000,2,2,2,30
7973,50000,1,3,2,34
7974,70000,1,2,2,25
7975,200000,2,3,2,33
7976,250000,2,2,1,29
7977,70000,2,1,2,25
7978,90000,2,2,1,36
7979,400000,1,1,2,32
7980,130000,2,1,2,33
7981,110000,2,1,1,40
7982,150000,1,1,2,38
7983,330000,2,1,2,28
7984,30000,2,3,2,21
7985,360000,2,1,2,32
7986,50000,1,1,1,54
7987,60000,2,2,2,24
7988,200000,2,2,2,27
7989,180000,2,1,2,43
7990,50000,1,3,2,52
7991,80000,2,3,1,38
7992,50000,2,2,2,23
7993,270000,2,3,1,30
7994,100000,2,2,2,23
7995,170000,2,2,2,38
7996,30000,1,1,1,30
7997,230000,2,2,2,38
7998,200000,2,1,1,34
7999,130000,1,1,2,36
8000,30000,1,2,1,62
8001,140000,2,2,1,26
8002,490000,1,1,1,43
8003,160000,1,2,2,30
8004,180000,1,2,1,42
8005,260000,2,2,1,32
8006,80000,2,2,2,27
8007,360000,2,1,2,29
8008,20000,2,1,2,25
8009,20000,1,1,2,28
8010,80000,2,3,1,28
8011,500000,1,1,2,32
8012,160000,1,1,1,55
8013,20000,2,1,2,22
8014,330000,2,1,1,36
8015,80000,2,1,2,26
8016,220000,1,2,1,40
8017,230000,2,2,2,28
8018,90000,2,2,2,25
8019,300000,1,3,1,61
8020,30000,2,2,1,45
8021,80000,2,2,1,40
8022,60000,1,1,2,27
8023,360000,1,5,1,31
8024,360000,1,1,2,27
8025,30000,2,2,2,23
8026,190000,1,3,1,50
8027,130000,2,2,1,45
8028,110000,2,1,2,34
8029,350000,2,2,1,46
8030,50000,2,3,1,52
8031,130000,2,2,3,38
8032,50000,1,1,2,29
8033,50000,1,2,2,25
8034,380000,2,2,2,31
8035,260000,2,1,2,30
8036,140000,2,2,2,28
8037,270000,2,1,2,36
8038,30000,2,2,1,33
8039,240000,1,1,2,35
8040,70000,1,3,2,32
8041,120000,1,1,1,50
8042,160000,2,2,2,42
8043,170000,1,3,2,36
8044,380000,2,1,2,31
8045,160000,2,2,1,26
8046,30000,1,2,2,39
8047,260000,2,1,1,40
8048,70000,1,2,2,41
8049,240000,1,2,1,39
8050,170000,2,2,1,43
8051,30000,1,2,1,36
8052,90000,1,3,2,32
8053,250000,1,2,2,25
8054,270000,2,2,2,25
8055,130000,2,2,2,24
8056,360000,1,1,1,43
8057,490000,1,1,1,35
8058,110000,2,2,1,31
8059,100000,1,2,2,27
8060,200000,1,3,1,28
8061,50000,2,2,2,24
8062,220000,1,2,2,30
8063,360000,1,3,2,41
8064,20000,2,2,1,51
8065,70000,2,2,1,44
8066,180000,2,2,2,29
8067,50000,1,2,2,32
8068,140000,2,1,2,28
8069,220000,1,2,1,47
8070,150000,2,2,2,50
8071,30000,1,2,2,33
8072,300000,2,2,1,32
8073,420000,1,1,1,36
8074,80000,2,2,2,30
8075,100000,2,3,2,46
8076,120000,2,2,2,25
8077,230000,2,1,2,38
8078,200000,2,2,1,28
8079,200000,1,1,2,29
8080,230000,1,3,1,30
8081,200000,1,2,2,27
8082,50000,1,3,1,65
8083,220000,1,1,1,36
8084,90000,1,3,2,27
8085,500000,1,2,2,35
8086,130000,2,1,2,29
8087,210000,1,2,1,37
8088,200000,2,1,2,30
8089,20000,1,1,2,24
8090,410000,2,1,1,38
8091,290000,2,1,1,35
8092,270000,2,2,2,26
8093,90000,2,1,2,27
8094,30000,2,1,2,27
8095,360000,2,1,2,28
8096,240000,1,1,1,30
8097,180000,2,2,2,23
8098,50000,2,2,1,24
8099,50000,2,2,2,47
8100,100000,1,2,2,30
8101,50000,1,2,2,39
8102,360000,1,1,1,48
8103,550000,2,5,2,52
8104,260000,2,2,1,39
8105,500000,2,1,1,34
8106,130000,1,1,2,27
8107,30000,1,2,2,39
8108,160000,2,1,2,40
8109,420000,2,2,1,40
8110,50000,2,3,1,22
8111,30000,2,1,2,36
8112,50000,2,2,2,32
8113,160000,2,1,1,39
8114,120000,2,2,2,26
8115,50000,2,1,2,28
8116,130000,1,2,2,42
8117,150000,1,1,2,42
8118,450000,1,1,1,48
8119,150000,1,1,1,29
8120,90000,2,2,2,53
8121,130000,1,1,2,28
8122,130000,1,2,2,30
8123,390000,2,2,1,41
8124,200000,1,2,2,29
8125,300000,2,2,1,50
8126,140000,2,2,1,42
8127,200000,2,1,2,35
8128,30000,1,2,2,30
8129,30000,1,3,2,24
8130,160000,2,1,2,37
8131,210000,2,2,2,37
8132,310000,2,2,2,51
8133,400000,2,2,1,33
8134,50000,2,3,1,35
8135,80000,1,2,1,33
8136,340000,2,1,2,33
8137,140000,1,1,2,27
8138,380000,1,1,1,39
8139,50000,2,2,1,34
8140,10000,1,2,2,35
8141,30000,2,2,2,28
8142,360000,2,1,1,50
8143,150000,2,2,1,47
8144,50000,1,1,2,23
8145,120000,1,2,3,42
8146,250000,2,1,2,35
8147,20000,1,1,2,24
8148,30000,2,1,1,30
8149,260000,1,1,2,27
8150,250000,2,1,2,30
8151,260000,2,2,1,41
8152,150000,2,2,1,35
8153,160000,2,2,2,33
8154,80000,1,2,2,30
8155,500000,2,1,2,38
8156,110000,2,2,2,29
8157,100000,1,1,2,28
8158,360000,2,1,1,35
8159,330000,1,2,1,65
8160,70000,2,3,1,32
8161,140000,1,1,2,29
8162,200000,1,1,2,31
8163,50000,1,2,1,49
8164,290000,1,1,1,56
8165,30000,1,2,1,57
8166,180000,2,1,2,31
8167,30000,1,2,1,38
8168,180000,2,1,1,47
8169,240000,1,1,1,39
8170,130000,2,5,1,27
8171,230000,1,1,1,32
8172,500000,1,1,2,43
8173,360000,1,2,2,33
8174,50000,1,2,2,23
8175,200000,1,1,2,31
8176,230000,1,3,1,45
8177,70000,2,2,1,32
8178,50000,1,2,2,29
8179,500000,1,1,1,46
8180,140000,1,2,1,28
8181,140000,2,2,2,23
8182,130000,1,2,2,32
8183,160000,2,3,1,48
8184,50000,2,3,2,58
8185,20000,1,3,1,41
8186,360000,2,2,1,42
8187,160000,2,2,1,51
8188,250000,2,1,1,37
8189,130000,2,2,2,25
8190,190000,1,1,2,36
8191,180000,2,2,2,25
8192,80000,1,2,2,43
8193,240000,1,1,2,40
8194,50000,1,2,2,35
8195,160000,2,2,2,50
8196,90000,2,2,1,49
8197,310000,2,2,1,37
8198,60000,1,1,2,27
8199,240000,1,1,2,29
8200,50000,2,2,2,24
8201,150000,2,1,1,34
8202,130000,2,2,1,44
8203,20000,2,1,2,22
8204,150000,1,1,1,40
8205,240000,1,1,1,42
8206,50000,1,3,1,45
8207,50000,1,3,1,51
8208,270000,1,1,1,51
8209,20000,2,2,2,28
8210,300000,2,2,1,33
8211,390000,1,1,1,34
8212,110000,2,1,1,37
8213,90000,1,2,1,58
8214,300000,2,2,1,30
8215,450000,1,3,1,42
8216,20000,1,2,2,30
8217,500000,2,1,2,33
8218,30000,2,2,2,46
8219,50000,1,2,2,51
8220,140000,2,2,2,26
8221,10000,1,2,1,43
8222,120000,2,2,2,37
8223,30000,1,2,2,30
8224,30000,2,2,1,22
8225,20000,1,1,2,33
8226,10000,1,3,2,36
8227,110000,2,2,1,35
8228,280000,2,1,1,29
8229,500000,1,1,1,42
8230,50000,2,3,1,46
8231,230000,1,2,1,30
8232,50000,1,2,1,53
8233,120000,2,2,2,24
8234,30000,1,2,2,26
8235,330000,2,2,1,28
8236,360000,1,2,1,30
8237,40000,1,1,2,26
8238,110000,2,1,2,29
8239,40000,2,3,1,39
8240,70000,2,2,1,30
8241,100000,1,3,2,26
8242,210000,2,2,1,50
8243,360000,1,2,1,38
8244,260000,1,2,2,27
8245,200000,2,1,2,34
8246,160000,1,1,1,43
8247,420000,2,2,1,29
8248,140000,2,1,2,28
8249,180000,1,1,2,38
8250,150000,2,3,1,39
8251,30000,2,2,1,35
8252,500000,1,1,2,34
8253,240000,1,2,1,45
8254,30000,1,1,2,22
8255,80000,1,2,2,28
8256,80000,1,2,2,34
8257,310000,1,1,1,39
8258,180000,2,1,2,33
8259,60000,2,2,2,23
8260,170000,2,2,2,33
8261,180000,2,2,1,31
8262,180000,1,2,1,28
8263,350000,1,2,1,42
8264,360000,1,2,1,36
8265,140000,1,2,1,46
8266,310000,2,3,2,30
8267,30000,1,3,2,25
8268,200000,1,1,2,32
8269,120000,2,1,2,37
8270,260000,1,1,1,45
8271,60000,2,1,2,32
8272,50000,1,2,2,24
8273,80000,1,1,2,28
8274,60000,1,1,1,46
8275,200000,2,3,1,27
8276,140000,2,1,2,28
8277,30000,1,2,2,25
8278,110000,2,2,1,34
8279,90000,2,3,1,39
8280,40000,2,1,2,27
8281,110000,2,1,1,29
8282,640000,2,1,2,30
8283,20000,1,3,2,51
8284,50000,2,2,1,36
8285,30000,1,2,1,25
8286,140000,2,2,2,32
8287,70000,1,2,2,36
8288,80000,2,2,1,42
8289,100000,2,1,2,31
8290,180000,1,3,2,40
8291,50000,2,2,2,28
8292,170000,1,1,1,35
8293,50000,2,3,2,23
8294,140000,1,1,2,28
8295,100000,1,1,2,29
8296,10000,1,2,1,36
8297,50000,2,2,2,22
8298,30000,2,2,1,24
8299,80000,2,2,2,27
8300,290000,2,2,2,29
8301,110000,2,1,2,27
8302,30000,2,3,2,24
8303,70000,2,2,1,23
8304,300000,2,1,2,26
8305,30000,1,2,1,47
8306,200000,2,1,2,36
8307,130000,1,2,2,27
